airline,reg,type,msn,age
Lufthansa,D-AINC,Airbus A320-271N,06920,9 years
Lufthansa,D-AIND,Airbus A320-271N,07078,9 years
Lufthansa,D-AINE,Airbus A320-271N,07103,9 years
Lufthansa,D-AINF,Airbus A320-271N,07577,9 years
Lufthansa,D-AING,Airbus A320-271N,07588,8 years
Lufthansa,D-AINH,Airbus A320-271N,07648,8 years
Lufthansa,D-AINI,Airbus A320-271N,07710,8 years
Lufthansa,D-AINJ,Airbus A320-271N,07735,8 years
Lufthansa,D-AINK,Airbus A320-271N,08249,7 years
Lufthansa,D-AINL,Airbus A320-271N,08383,7 years
Lufthansa,D-AINM,Airbus A320-271N,08456,7 years
Lufthansa,D-AINN,Airbus A320-271N,08491,7 years
Lufthansa,D-AINO,Airbus A320-271N,08559,7 years
Lufthansa,D-AINP,Airbus A320-271N,08622,7 years
Lufthansa,D-AINQ,Airbus A320-271N,08870,6 years
Lufthansa,D-AINR,Airbus A320-271N,08725,6 years
Lufthansa,D-AINT,Airbus A320-271N,08708,7 years
Lufthansa,D-AINU,Airbus A320-271N,08728,6 years
Lufthansa,D-AINV,Airbus A320-271N,09071,6 years
Lufthansa,D-AINW,Airbus A320-271N,09251,6 years
Lufthansa,D-AINX,Airbus A320-271N,09229,6 years
Lufthansa,D-AINY,Airbus A320-271N,09453,5 years
Lufthansa,D-AINZ,Airbus A320-271N,09442,5 years
Lufthansa,D-AIEA,Airbus A321-271NX,08761,6 years
Lufthansa,D-AIEB,Airbus A321-271NX,08783,6 years
Lufthansa,D-AIEC,Airbus A321-271NX,08814,6 years
Lufthansa,D-AIED,Airbus A321-271NX,08958,6 years
Lufthansa,D-AIEE,Airbus A321-271NX,09046,6 years
Lufthansa,D-AIEF,Airbus A321-271NX,10010,5 years
Lufthansa,D-AIEG,Airbus A321-271NX,10059,4 years
Lufthansa,D-AIEH,Airbus A321-271NX,10318,4 years
Lufthansa,D-AIEI,Airbus A321-271NX,10304,4 years
Lufthansa,D-AIEJ,Airbus A321-271NX,10340,4 years
Lufthansa,D-AIEK,Airbus A321-271NX,10583,4 years
Lufthansa,D-AIEL,Airbus A321-271NX,10715,4 years
Lufthansa,D-AIEM,Airbus A321-271NX,10817,4 years
Lufthansa,D-AIEN,Airbus A321-271NX,10859,3 years
Lufthansa,D-AIEO,Airbus A321-271NX,10892,3 years
Lufthansa,D-AIEP,Airbus A321-271NX,11027,3 years
Lufthansa,D-AIEQ,Airbus A321-271NX,11267,2 years
Lufthansa,D-AIOA,Airbus A321-251NX,12713,Brand new
Lufthansa,D-AIBA,Airbus A319-112,04141,16 years
Lufthansa,D-AIBB,Airbus A319-112,04182,16 years
Lufthansa,D-AIBC,Airbus A319-112,04332,15 years
Lufthansa,D-AIBD,Airbus A319-112,04455,15 years
Lufthansa,D-AIBE,Airbus A319-112,04511,15 years
Lufthansa,D-AIBF,Airbus A319-112,04796,14 years
Lufthansa,D-AIBG,Airbus A319-112,04841,14 years
Lufthansa,D-AIBH,Airbus A319-112,05239,13 years
Lufthansa,D-AIBI,Airbus A319-112,05284,13 years
Lufthansa,D-AIBJ,Airbus A319-112,05293,13 years
Lufthansa,D-AIBK,Airbus A319-112,02131,22 years
Lufthansa,D-AIBL,Airbus A319-112,02174,22 years
Lufthansa,D-AIBM,Airbus A319-112,02262,21 years
Lufthansa,D-AIBN,Airbus A319-112,02416,21 years
Lufthansa,D-AIBP,Airbus A319-112,02547,20 years
Lufthansa,D-AIBQ,Airbus A319-112,02652,20 years
Lufthansa,D-AILA,Airbus A319-114,00609,29 years
Lufthansa,D-AILB,Airbus A319-114,00610,29 years
Lufthansa,D-AILC,Airbus A319-114,00616,29 years
Lufthansa,D-AILD,Airbus A319-114,00623,29 years
Lufthansa,D-AILE,Airbus A319-114,00627,29 years
Lufthansa,D-AILF,Airbus A319-114,00636,29 years
Lufthansa,D-AILH,Airbus A319-114,00641,29 years
Lufthansa,D-AILI,Airbus A319-114,00651,29 years
Lufthansa,D-AILK,Airbus A319-114,00679,28 years
Lufthansa,D-AILL,Airbus A319-114,00689,28 years
Lufthansa,D-AILM,Airbus A319-114,00694,28 years
Lufthansa,D-AILN,Airbus A319-114,00700,28 years
Lufthansa,D-AILP,Airbus A319-114,00717,28 years
Lufthansa,D-AILS,Airbus A319-114,00729,28 years
Lufthansa,D-AILT,Airbus A319-114,00738,28 years
Lufthansa,D-AILU,Airbus A319-114,00744,28 years
Lufthansa,D-AILW,Airbus A319-114,00853,27 years
Lufthansa,D-AILX,Airbus A319-114,00860,27 years
Lufthansa,D-AILY,Airbus A319-114,00875,27 years
Lufthansa,D-AIQT,Airbus A320-211,01337,25 years
Lufthansa,D-AIQU,Airbus A320-211,01365,25 years
Lufthansa,D-AIQW,Airbus A320-211,01367,25 years
Lufthansa,D-AIUA,Airbus A320-214,05935,12 years
Lufthansa,D-AIUB,Airbus A320-214,05972,12 years
Lufthansa,D-AIUC,Airbus A320-214,06006,11 years
