airline,reg,type,msn,age
Emirates,A6-EUO,Airbus A380-842,227,9 years
Emirates,A6-EUP,Airbus A380-842,228,9 years
Emirates,A6-EUQ,Airbus A380-842,229,9 years
Emirates,A6-EUR,Airbus A380-842,232,9 years
Emirates,A6-EUS,Airbus A380-842,234,9 years
Emirates,A6-EUT,Airbus A380-842,236,9 years
Emirates,A6-EUU,Airbus A380-842,238,9 years
Emirates,A6-EUV,Airbus A380-842,239,8 years
Emirates,A6-EUW,Airbus A380-842,240,8 years
Emirates,A6-EUX,Airbus A380-842,241,8 years
Emirates,A6-EUY,Airbus A380-842,242,8 years
Emirates,A6-EUZ,Airbus A380-842,244,8 years
Emirates,A6-EVA,Airbus A380-842,167,8 years
Emirates,A6-EVB,Airbus A380-842,162,11 years
Emirates,A6-EVC,Airbus A380-842,248,7 years
Emirates,A6-EVD,Airbus A380-842,249,7 years
Emirates,A6-EVE,Airbus A380-842,250,7 years
Emirates,A6-EVF,Airbus A380-842,252,7 years
Emirates,A6-EVG,Airbus A380-842,256,7 years
Emirates,A6-EVH,Airbus A380-842,257,7 years
Emirates,A6-EVI,Airbus A380-842,258,6 years
Emirates,A6-EVJ,Airbus A380-842,259,7 years
Emirates,A6-EVK,Airbus A380-842,260,6 years
Emirates,A6-EVL,Airbus A380-842,261,6 years
Emirates,A6-EVM,Airbus A380-842,264,6 years
Emirates,A6-EVN,Airbus A380-842,267,5 years
Emirates,A6-EVO,Airbus A380-842,268,5 years
Emirates,A6-EVP,Airbus A380-842,269,5 years
Emirates,A6-EVQ,Airbus A380-842,270,5 years
Emirates,A6-EVR,Airbus A380-842,271,4 years
Emirates,A6-EVS,Airbus A380-842,272,4 years
Emirates,A6-EFM,Boeing 777-F1H,42231,12 years
Emirates,A6-EFN,Boeing 777-F1H,42232,11 years
Emirates,A6-EFO,Boeing 777-F1H,42233,11 years
Emirates,A6-EFS,Boeing 777-F1H,42234,10 years
Emirates,A6-EFT,Boeing 777-F,67462,3 years
Emirates,A6-EFU,Boeing 777-F,67463,3 years
Emirates,A6-EFV,Boeing 777-F,68617,1 year
Emirates,A6-EFW,Boeing 777-F,68618,1 year
Emirates,A6-EFX,Boeing 777-F,68619,Brand new
Emirates,A6-EFY,Boeing 777-F,68620,Brand new
Emirates,A6-EFZ,Boeing 777-F,68621,Brand new
Emirates,A6-EWA,Boeing 777-21H(LR),35572,18 years
Emirates,A6-EWB,Boeing 777-21H(LR),35573,18 years
Emirates,A6-EWC,Boeing 777-21H(LR),35576,18 years
Emirates,A6-EWD,Boeing 777-21H(LR),35577,18 years
Emirates,A6-EWE,Boeing 777-21H(LR),35582,17 years
Emirates,A6-EWF,Boeing 777-21H(LR),35586,17 years
Emirates,A6-EWG,Boeing 777-21H(LR),35578,17 years
Emirates,A6-EWH,Boeing 777-21H(LR),35587,17 years
Emirates,A6-EWI,Boeing 777-21H(LR),35589,17 years
Emirates,A6-EWJ,Boeing 777-21H(LR),35590,16 years
Emirates,A6-EBK,Boeing 777-31H(ER),34481,20 years
Emirates,A6-EBM,Boeing 777-31H(ER),34482,19 years
Emirates,A6-EBR,Boeing 777-31H(ER),34483,19 years
Emirates,A6-EBU,Boeing 777-31H(ER),34484,19 years
Emirates,A6-EBY,Boeing 777-36N(ER),33864,18 years
Emirates,A6-ECA,Boeing 777-36N(ER),32794,18 years
Emirates,A6-ECE,Boeing 777-31H(ER),35575,18 years
Emirates,A6-ECF,Boeing 777-31H(ER),35574,18 years
Emirates,A6-ECG,Boeing 777-31H(ER),35579,17 years
Emirates,A6-ECH,Boeing 777-31H(ER),35581,17 years
Emirates,A6-ECI,Boeing 777-31H(ER),35580,17 years
Emirates,A6-ECJ,Boeing 777-31H(ER),35583,17 years
Emirates,A6-ECK,Boeing 777-31H(ER),35584,17 years
Emirates,A6-ECM,Boeing 777-36N(ER),37703,17 years
Emirates,A6-ECO,Boeing 777-36N(ER),37706,16 years
Emirates,A6-ECQ,Boeing 777-31H(ER),35588,16 years
Emirates,A6-ECR,Boeing 777-31H(ER),35592,16 years
Emirates,A6-ECS,Boeing 777-31H(ER),38980,16 years
Emirates,A6-ECT,Boeing 777-31H(ER),35591,16 years
Emirates,A6-ECU,Boeing 777-31H(ER),35593,16 years
Emirates,A6-ECV,Boeing 777-31H(ER),35594,16 years
Emirates,A6-ECW,Boeing 777-31H(ER),38981,16 years
Emirates,A6-ECX,Boeing 777-31H(ER),38982,16 years
Emirates,A6-ECY,Boeing 777-31H(ER),35595,16 years
Emirates,A6-ECZ,Boeing 777-31H(ER),38983,16 years
Emirates,A6-EGA,Boeing 777-31H(ER),38984,15 years
Emirates,A6-EGB,Boeing 777-31H(ER),38985,14 years
Emirates,A6-EGC,Boeing 777-31H(ER),35596,14 years
Emirates,A6-EGD,Boeing 777-31H(ER),38988,14 years
Emirates,A6-EGE,Boeing 777-31H(ER),35597,14 years
Emirates,A6-EGF,Boeing 777-31H(ER),38987,14 years
Emirates,A6-EGG,Boeing 777-31H(ER),41070,14 years
Emirates,A6-EGH,Boeing 777-31H(ER),35585,14 years
Emirates,A6-EGI,Boeing 777-31H(ER),38986,14 years
Emirates,A6-EGJ,Boeing 777-31H(ER),38989,14 years
Emirates,A6-EGK,Boeing 777-31H(ER),41071,14 years
Emirates,A6-EGL,Boeing 777-31H(ER),41072,14 years
Emirates,A6-EGM,Boeing 777-31H(ER),41073,14 years
Emirates,A6-EGN,Boeing 777-31H(ER),41074,13 years
Emirates,A6-EGO,Boeing 777-31H(ER),35598,13 years
Emirates,A6-EGP,Boeing 777-31H(ER),35599,13 years
Emirates,A6-EGQ,Boeing 777-31H(ER),41076,13 years
Emirates,A6-EGR,Boeing 777-31H(ER),41077,13 years
Emirates,A6-EGS,Boeing 777-31H(ER),41078,13 years
Emirates,A6-EGT,Boeing 777-31H(ER),35600,13 years
Emirates,A6-EGU,Boeing 777-31H(ER),41079,13 years
Emirates,A6-EGV,Boeing 777-31H(ER),38990,13 years
Emirates,A6-EGW,Boeing 777-31H(ER),35601,13 years
Emirates,A6-EGX,Boeing 777-31H(ER),35602,13 years
Emirates,A6-EGY,Boeing 777-31H(ER),41080,13 years
Emirates,A6-EGZ,Boeing 777-31H(ER),41081,13 years
Emirates,A6-ENA,Boeing 777-31H(ER),41082,13 years
Emirates,A6-ENB,Boeing 777-31H(ER),41075,13 years
Emirates,A6-ENC,Boeing 777-31H(ER),41083,13 years
Emirates,A6-END,Boeing 777-31H(ER),41084,13 years
Emirates,A6-ENE,Boeing 777-31H(ER),35603,13 years
Emirates,A6-ENF,Boeing 777-31H(ER),41085,13 years
Emirates,A6-ENG,Boeing 777-31H(ER),35604,13 years
Emirates,A6-ENH,Boeing 777-31H(ER),41086,13 years
Emirates,A6-ENI,Boeing 777-31H(ER),41087,12 years
Emirates,A6-ENJ,Boeing 777-31H(ER),35605,12 years
Emirates,A6-ENK,Boeing 777-31H(ER),38991,12 years
Emirates,A6-ENL,Boeing 777-31H(ER),41370,12 years
Emirates,A6-ENM,Boeing 777-31H(ER),41359,12 years
Emirates,A6-ENN,Boeing 777-31H(ER),41360,12 years
Emirates,A6-ENO,Boeing 777-31H(ER),41361,11 years
Emirates,A6-ENP,Boeing 777-31H(ER),41362,11 years
Emirates,A6-ENQ,Boeing 777-31H(ER),41363,11 years
Emirates,A6-ENR,Boeing 777-31H(ER),41364,11 years
Emirates,A6-ENS,Boeing 777-31H(ER),41365,11 years
Emirates,A6-ENT,Boeing 777-31H(ER),41366,11 years
Emirates,A6-ENU,Boeing 777-31H(ER),41367,11 years
Emirates,A6-ENV,Boeing 777-31H(ER),41368,11 years
Emirates,A6-ENW,Boeing 777-31H(ER),41369,11 years
Emirates,A6-ENX,Boeing 777-31H(ER),42318,11 years
Emirates,A6-ENY,Boeing 777-31H(ER),42122,11 years
Emirates,A6-ENZ,Boeing 777-31H(ER),42319,10 years
Emirates,A6-EPA,Boeing 777-31H(ER),42320,10 years
Emirates,A6-EPB,Boeing 777-31H(ER),42321,10 years
Emirates,A6-EPC,Boeing 777-31H(ER),42322,10 years
Emirates,A6-EPD,Boeing 777-31H(ER),42323,10 years
Emirates,A6-EPE,Boeing 777-31H(ER),42324,10 years
Emirates,A6-EPF,Boeing 777-31H(ER),42325,10 years
Emirates,A6-EPG,Boeing 777-31H(ER),42326,10 years
Emirates,A6-EPH,Boeing 777-31H(ER),42327,10 years
Emirates,A6-EPI,Boeing 777-31H(ER),42328,10 years
Emirates,A6-EPJ,Boeing 777-31H(ER),42329,10 years
Emirates,A6-EPK,Boeing 777-31H(ER),42330,9 years
Emirates,A6-EPL,Boeing 777-31H(ER),42331,9 years
Emirates,A6-EPM,Boeing 777-31H(ER),42332,9 years
Emirates,A6-EPN,Boeing 777-31H(ER),42333,9 years
Emirates,A6-EPO,Boeing 777-31H(ER),42334,9 years
Emirates,A6-EPP,Boeing 777-31H(ER),42335,9 years
Emirates,A6-EPQ,Boeing 777-31H(ER),42336,9 years
Emirates,A6-EPR,Boeing 777-31H(ER),42337,9 years
Emirates,A6-EPS,Boeing 777-31H(ER),42338,9 years
Emirates,A6-EPT,Boeing 777-31H(ER),42339,9 years
Emirates,A6-EPU,Boeing 777-31H(ER),42340,9 years
Emirates,A6-EPV,Boeing 777-31H(ER),42341,9 years
Emirates,A6-EPW,Boeing 777-31H(ER),42342,9 years
Emirates,A6-EPX,Boeing 777-31H(ER),42343,9 years
Emirates,A6-EPY,Boeing 777-31H(ER),42344,9 years
Emirates,A6-EPZ,Boeing 777-31H(ER),42345,9 years
Emirates,A6-EQA,Boeing 777-31H(ER),42346,8 years
Emirates,A6-EQB,Boeing 777-31H(ER),42347,8 years
Emirates,A6-EQC,Boeing 777-31H(ER),42348,8 years
Emirates,A6-EQD,Boeing 777-31H(ER),42349,8 years
Emirates,A6-EQE,Boeing 777-31H(ER),42350,8 years
Emirates,A6-EQF,Boeing 777-31H(ER),42351,8 years
Emirates,A6-EQG,Boeing 777-31H(ER),42352,8 years
Emirates,A6-EQH,Boeing 777-31H(ER),42353,8 years
Emirates,A6-EQI,Boeing 777-31H(ER),42354,8 years
Emirates,A6-EQJ,Boeing 777-31H(ER),42355,8 years
Emirates,A6-EQK,Boeing 777-31H(ER),42359,7 years
Emirates,A6-EQL,Boeing 777-31H(ER),42360,7 years
Emirates,A6-EQM,Boeing 777-31H(ER),42361,7 years
Emirates,A6-EQN,Boeing 777-31H(ER),42362,7 years
Emirates,A6-EQO,Boeing 777-300(ER),42364,7 years
Emirates,A6-EQP,Boeing 777-300(ER),42363,7 years
Saudia,HZ-ASAA,Airbus A321-251NX,11200,2 years
Saudia,HZ-ASAB,Airbus A321-251NX,11420,2 years
Saudia,HZ-ASAC,Airbus A321-251NX,11473,2 years
Saudia,HZ-ASAD,Airbus A321-251NX,11609,2 years
Saudia,HZ-ASAE,Airbus A321-251NX,11698,2 years
Saudia,HZ-ASAG,Airbus A321-251NX,11815,2 years
Saudia,HZ-ASAH,Airbus A321-251NX,11791,1 year
Saudia,HZ-ASAJ,Airbus A321-251NX,12370,1 year
Saudia,HZ-ASAK,Airbus A321-251NX,12314,1 year
Saudia,HZ-ASAL,Airbus A321-251NX,12136,1 year
Saudia,HZ-ASAM,Airbus A321-251NX,12539,Brand new
Saudia,HZ-ASAN,Airbus A321-251NX,12717,Brand new
Saudia,HZ-AS51,Airbus A320-214,07383,9 years
Saudia,HZ-AS52,Airbus A320-214,07432,9 years
Saudia,HZ-AS53,Airbus A320-214,07444,9 years
Saudia,HZ-AS54,Airbus A320-214,07482,9 years
Saudia,HZ-AS55,Airbus A320-214,07550,9 years
Saudia,HZ-AS56,Airbus A320-214,07608,8 years
Saudia,HZ-AS57,Airbus A320-214,07666,8 years
Saudia,HZ-AS58,Airbus A320-214,07718,8 years
Saudia,HZ-AS59,Airbus A320-214,07789,8 years
Saudia,HZ-AS60,Airbus A320-214,07817,8 years
Saudia,HZ-AS61,Airbus A320-214,07927,8 years
Saudia,HZ-AS62,Airbus A320-214,08007,8 years
Saudia,HZ-AS63,Airbus A320-214,08009,8 years
Saudia,HZ-AS64,Airbus A320-214,08037,8 years
Saudia,HZ-AS65,Airbus A320-214,08064,8 years
Saudia,HZ-AS66,Airbus A320-214,08070,8 years
Saudia,HZ-AS67,Airbus A320-214,08072,8 years
Saudia,HZ-AS68,Airbus A320-214,08081,8 years
Saudia,HZ-AS69,Airbus A320-214,08124,7 years
Saudia,HZ-AS72,Airbus A320-214,08161,7 years
Saudia,HZ-AS73,Airbus A320-214,08177,7 years
Saudia,HZ-AS74,Airbus A320-214,08189,7 years
Saudia,HZ-AS75,Airbus A320-214,08298,7 years
Saudia,HZ-AS76,Airbus A320-214,08315,7 years
Saudia,HZ-AS77,Airbus A320-214,08346,7 years
Saudia,HZ-AS78,Airbus A320-214,08394,7 years
Saudia,HZ-AS79,Airbus A320-214,08428,7 years
Saudia,HZ-AS82,Airbus A320-214,08442,7 years
Saudia,HZ-AS83,Airbus A320-214,08427,7 years
Saudia,HZ-AS84,Airbus A320-214,08438,7 years
Saudia,HZ-ASA,Airbus A320-214,04081,16 years
Saudia,HZ-ASB,Airbus A320-214,04090,16 years
Saudia,HZ-ASC,Airbus A320-214,04337,15 years
Saudia,HZ-ASD,Airbus A320-214,04364,15 years
Saudia,HZ-ASE,Airbus A320-214,04408,15 years
Saudia,HZ-ASF,Airbus A320-214,04955,14 years
Saudia,HZ-ASG,Airbus A320-214,05223,13 years
Saudia,HZ-ASH,Airbus A321-211,04467,15 years
Saudia,HZ-ASI,Airbus A321-211,04542,15 years
Saudia,HZ-ASJ,Airbus A321-211,04577,15 years
Saudia,HZ-ASK,Airbus A321-211,04590,15 years
Saudia,HZ-ASL,Airbus A321-211,04838,14 years
Saudia,HZ-ASM,Airbus A321-211,04811,14 years
Saudia,HZ-ASN,Airbus A321-211,04925,14 years
Saudia,HZ-ASO,Airbus A321-211,04962,14 years
Saudia,HZ-ASP,Airbus A321-211,05009,14 years
Saudia,HZ-ASQ,Airbus A321-211,05065,13 years
Saudia,HZ-ASR,Airbus A321-211,05285,13 years
Saudia,HZ-AST,Airbus A321-211,05314,13 years
Saudia,HZ-ASU,Airbus A321-211,05447,13 years
Saudia,HZ-ASV,Airbus A321-211,05509,12 years
Saudia,HZ-ASW,Airbus A321-211,05549,12 years
Saudia,EC-NOF,Airbus A330-343,0741,19 years
Saudia,EI-LKD,Airbus A330-302(P2F),1272,14 years
Saudia,HZ-AQ11,Airbus A330-343,1724,9 years
Saudia,HZ-AQ12,Airbus A330-343,1726,9 years
Saudia,HZ-AQ13,Airbus A330-343,1729,9 years
Saudia,HZ-AQ14,Airbus A330-343,1731,9 years
Saudia,HZ-AQ15,Airbus A330-343,1734,9 years
Saudia,HZ-AQ16,Airbus A330-343,1738,9 years
Saudia,HZ-AQ17,Airbus A330-343,1739,9 years
Saudia,HZ-AQ18,Airbus A330-343,1743,9 years
Saudia,HZ-AQ19,Airbus A330-343,1749,9 years
Saudia,HZ-AQ20,Airbus A330-343,1764,9 years
Saudia,HZ-AQ21,Airbus A330-343,1766,9 years
Saudia,HZ-AQ22,Airbus A330-343,1770,9 years
Saudia,HZ-AQ23,Airbus A330-343,1774,9 years
Saudia,HZ-AQ24,Airbus A330-343,1781,8 years
Saudia,HZ-AQ25,Airbus A330-343,1790,8 years
Saudia,HZ-AQ26,Airbus A330-343,1797,8 years
Saudia,HZ-AQ27,Airbus A330-343,1800,8 years
Saudia,HZ-AQ28,Airbus A330-343,1803,8 years
Saudia,HZ-AQ29,Airbus A330-343,1812,8 years
Saudia,HZ-AQA,Airbus A330-343,1108,15 years
Saudia,HZ-AQB,Airbus A330-343,1127,15 years
Saudia,HZ-AQC,Airbus A330-343,1137,15 years
Saudia,HZ-AQD,Airbus A330-343,1141,15 years
Saudia,HZ-AQE,Airbus A330-343,1147,15 years
Saudia,HZ-AQF,Airbus A330-343,1153,15 years
Saudia,HZ-AQG,Airbus A330-343,1192,15 years
Saudia,HZ-AQH,Airbus A330-343,1189,15 years
Saudia,HZ-AQI,Airbus A330-343,1454,12 years
Saudia,HZ-AQJ,Airbus A330-343,1473,12 years
Saudia,HZ-AQK,Airbus A330-343,1462,12 years
Saudia,HZ-AQL,Airbus A330-343,1513,11 years
Saudia,9H-AKA,Boeing 747-45E(BDSF),27899,31 years
Saudia,9H-AKF,Boeing 747-45E(BDSF),27898,31 years
Saudia,9H-AKJ,Boeing 747-412F,28263,29 years
Saudia,9H-AKK,Boeing 747-467F,27503,30 years
Saudia,9H-AZG,Boeing 777-219(ER),34376,20 years
Saudia,9H-AZH,Boeing 777-219(ER),34378,19 years
Saudia,HZ-AK71,Boeing 777-FFG,60337,11 years
Saudia,HZ-AK72,Boeing 777-FFG,60338,10 years
Saudia,HZ-AK73,Boeing 777-FFG,60339,10 years
Saudia,HZ-AK74,Boeing 777-FFG,60340,10 years
Saudia,9H-AZD,Boeing 777-31H(ER),32707,20 years
Saudia,9H-AZE,Boeing 777-31H(ER),32708,20 years
Saudia,HZ-AK11,Boeing 777-368(ER),41048,14 years
Saudia,HZ-AK12,Boeing 777-368(ER),41050,14 years
Saudia,HZ-AK13,Boeing 777-368(ER),41049,14 years
Saudia,HZ-AK14,Boeing 777-368(ER),41051,13 years
Saudia,HZ-AK15,Boeing 777-368(ER),41052,13 years
Saudia,HZ-AK16,Boeing 777-368(ER),41053,13 years
Saudia,HZ-AK17,Boeing 777-368(ER),41054,12 years
Saudia,HZ-AK18,Boeing 777-368(ER),41055,12 years
Saudia,HZ-AK19,Boeing 777-368(ER),41056,12 years
Saudia,HZ-AK20,Boeing 777-368(ER),41058,12 years
Saudia,HZ-AK21,Boeing 777-368(ER),41057,12 years
Saudia,HZ-AK22,Boeing 777-368(ER),41059,12 years
Saudia,HZ-AK23,Boeing 777-368(ER),42261,11 years
Saudia,HZ-AK24,Boeing 777-368(ER),42262,11 years
Saudia,HZ-AK25,Boeing 777-367(ER),42263,11 years
Saudia,HZ-AK26,Boeing 777-368(ER),42264,10 years
Saudia,HZ-AK27,Boeing 777-368(ER),42265,10 years
Saudia,HZ-AK28,Boeing 777-368(ER),42266,10 years
Saudia,HZ-AK29,Boeing 777-368(ER),42267,10 years
Saudia,HZ-AK30,Boeing 777-368(ER),42268,10 years
Saudia,HZ-AK31,Boeing 777-3FG(ER),61595,9 years
Saudia,HZ-AK32,Boeing 777-3FG(ER),61591,9 years
Saudia,HZ-AK33,Boeing 777-3FG(ER),61590,9 years
Saudia,HZ-AK34,Boeing 777-3FG(ER),61596,9 years
Saudia,HZ-AK35,Boeing 777-3FG(ER),61593,9 years
Saudia,HZ-AK36,Boeing 777-3FG(ER),61599,9 years
Saudia,HZ-AK37,Boeing 777-3FG(ER),61594,9 years
Saudia,HZ-AK38,Boeing 777-3FG(ER),61597,9 years
Saudia,HZ-AK39,Boeing 777-3FG(ER),61592,9 years
Saudia,HZ-AK40,Boeing 777-3FG(ER),61598,9 years
Saudia,HZ-AK41,Boeing 777-368(ER),62761,8 years
Saudia,HZ-AK42,Boeing 777-368(ER),62762,8 years
Saudia,HZ-AK43,Boeing 777-368(ER),62763,8 years
Saudia,HZ-AR11,Boeing 787-9 Dreamliner,40045,8 years
Saudia,HZ-AR12,Boeing 787-9 Dreamliner,40046,8 years
Saudia,HZ-AR13,Boeing 787-9 Dreamliner,40047,8 years
Saudia,HZ-AR22,Boeing 787-9 Dreamliner,40048,7 years
Saudia,HZ-AR23,Boeing 787-9 Dreamliner,40049,7 years
Saudia,HZ-ARA,Boeing 787-9 Dreamliner,41544,10 years
Saudia,HZ-ARB,Boeing 787-9 Dreamliner,41545,10 years
Saudia,HZ-ARC,Boeing 787-9 Dreamliner,41546,10 years
Saudia,HZ-ARD,Boeing 787-9 Dreamliner,41547,9 years
Saudia,HZ-ARE,Boeing 787-9 Dreamliner,41548,8 years
Saudia,HZ-ARF,Boeing 787-9 Dreamliner,41549,8 years
Saudia,HZ-ARG,Boeing 787-9 Dreamliner,41550,8 years
Saudia,HZ-ARH,Boeing 787-9 Dreamliner,41551,8 years
Saudia,HZ-AR24,Boeing 787-10 Dreamliner,40050,6 years
Saudia,HZ-AR25,Boeing 787-10 Dreamliner,40051,6 years
Saudia,HZ-AR26,Boeing 787-10 Dreamliner,40057,6 years
Saudia,HZ-AR27,Boeing 787-10 Dreamliner,40052,5 years
Saudia,HZ-AR28,Boeing 787-10 Dreamliner,40054,5 years
Saudia,HZ-AR29,Boeing 787-10 Dreamliner,40058,5 years
Saudia,HZ-AR32,Boeing 787-10 Dreamliner,40055,4 years
Saudia,HZ-AR33,Boeing 787-10 Dreamliner,40056,2 years
Pegasus,TC-NBA,Airbus A320-251N,07140,9 years
Pegasus,TC-NBB,Airbus A320-251N,07147,9 years
Pegasus,TC-NBC,Airbus A320-251N,07185,9 years
Pegasus,TC-NBD,Airbus A320-251N,07162,9 years
Pegasus,TC-NBE,Airbus A320-251N,07380,9 years
Pegasus,TC-NBF,Airbus A320-251N,07321,9 years
Pegasus,TC-NBG,Airbus A320-251N,07359,9 years
Pegasus,TC-NBH,Airbus A320-251N,07399,9 years
Pegasus,TC-NBI,Airbus A320-251N,07429,9 years
Pegasus,TC-NBJ,Airbus A320-251N,07703,8 years
Pegasus,TC-NBK,Airbus A320-251N,07786,8 years
Pegasus,TC-NBL,Airbus A320-251N,07850,8 years
Pegasus,TC-NBM,Airbus A320-251N,07990,8 years
Pegasus,TC-NBN,Airbus A320-251N,08020,8 years
Pegasus,TC-NBO,Airbus A320-251N,08048,8 years
Pegasus,TC-NBP,Airbus A320-251N,08113,7 years
Pegasus,TC-NBR,Airbus A320-251N,08136,7 years
Pegasus,TC-NBS,Airbus A320-251N,08198,7 years
Pegasus,TC-NBT,Airbus A320-251N,08214,7 years
Pegasus,TC-NBU,Airbus A320-251N,08247,7 years
Pegasus,TC-NBV,Airbus A320-251N,08272,7 years
Pegasus,TC-NBY,Airbus A320-251N,08292,7 years
Pegasus,TC-NBZ,Airbus A320-251N,08792,6 years
Pegasus,TC-NCA,Airbus A320-251N,08868,6 years
Pegasus,TC-NCB,Airbus A320-251N,08884,6 years
Pegasus,TC-NCC,Airbus A320-251N,08904,6 years
Pegasus,TC-NCD,Airbus A320-251N,09114,6 years
Pegasus,TC-NCE,Airbus A320-251N,08875,6 years
Pegasus,TC-NCF,Airbus A320-251N,08956,6 years
Pegasus,TC-NCG,Airbus A320-251N,08863,6 years
Pegasus,TC-NCH,Airbus A320-251N,08962,6 years
Pegasus,TC-NCI,Airbus A320-251N,09373,5 years
Pegasus,TC-NCJ,Airbus A320-251N,09307,5 years
Pegasus,TC-NCK,Airbus A320-251N,09393,5 years
Pegasus,TC-NCL,Airbus A320-251N,09411,5 years
Pegasus,TC-NCM,Airbus A320-251N,09488,5 years
Pegasus,TC-NCN,Airbus A320-251N,09491,5 years
Pegasus,TC-NCO,Airbus A320-251N,10096,5 years
Pegasus,TC-NCP,Airbus A320-251N,09576,5 years
Pegasus,TC-NCR,Airbus A320-251N,10149,5 years
Pegasus,TC-NCS,Airbus A320-251N,10166,5 years
Pegasus,TC-NCT,Airbus A320-251N,10269,5 years
Pegasus,TC-NCU,Airbus A320-251N,10404,4 years
Pegasus,TC-NCV,Airbus A320-251N,10453,4 years
Pegasus,TC-NCY,Airbus A320-251N,10465,4 years
Pegasus,TC-NCZ,Airbus A320-251N,10527,4 years
Pegasus,TC-RBA,Airbus A321-251NX,08936,6 years
Pegasus,TC-RBB,Airbus A321-251NX,08979,6 years
Pegasus,TC-RBC,Airbus A321-251NX,09281,5 years
Pegasus,TC-RBD,Airbus A321-251NX,09349,5 years
Pegasus,TC-RBE,Airbus A321-251NX,09462,5 years
Pegasus,TC-RBF,Airbus A321-251NX,09495,5 years
Pegasus,TC-RBG,Airbus A321-251NX,10007,5 years
Pegasus,TC-RBH,Airbus A321-251NX,10523,4 years
Pegasus,TC-RBI,Airbus A321-251NX,10834,3 years
Pegasus,TC-RBJ,Airbus A321-251NX,10639,4 years
Pegasus,TC-RBK,Airbus A321-251NX,10679,3 years
Pegasus,TC-RBL,Airbus A321-251NX,10611,3 years
Pegasus,TC-RBM,Airbus A321-251NX,10739,3 years
Pegasus,TC-RBN,Airbus A321-251NX,10913,3 years
Pegasus,TC-RBO,Airbus A321-251NX,10814,3 years
Pegasus,TC-RBP,Airbus A321-251NX,10962,3 years
Pegasus,TC-RBR,Airbus A321-251NX,11029,3 years
Pegasus,TC-RBS,Airbus A321-251NX,10953,3 years
Pegasus,TC-RBT,Airbus A321-251NX,10924,3 years
Pegasus,TC-RBU,Airbus A321-251NX,10917,3 years
Pegasus,TC-RBV,Airbus A321-251NX,10925,3 years
Pegasus,TC-RBY,Airbus A321-251NX,10976,3 years
Pegasus,TC-RBZ,Airbus A321-251NX,10938,3 years
Pegasus,TC-RDA,Airbus A321-251NX,10987,3 years
Pegasus,TC-RDB,Airbus A321-251NX,11100,3 years
Pegasus,TC-RDC,Airbus A321-251NX,11104,2 years
Pegasus,TC-RDD,Airbus A321-251NX,11166,3 years
Pegasus,TC-RDE,Airbus A321-251NX,11240,3 years
Pegasus,TC-RDF,Airbus A321-251NX,11225,2 years
Pegasus,TC-RDG,Airbus A321-251NX,11351,2 years
Pegasus,TC-RDH,Airbus A321-251NX,11373,2 years
Pegasus,TC-RDI,Airbus A321-251NX,11360,2 years
Pegasus,TC-RDJ,Airbus A321-251NX,11496,2 years
Pegasus,TC-RDK,Airbus A321-251NX,11281,2 years
Pegasus,TC-RDL,Airbus A321-251NX,11574,2 years
Pegasus,TC-RDM,Airbus A321-251NX,11324,2 years
Pegasus,TC-RDN,Airbus A321-251NX,11663,2 years
Pegasus,TC-RDO,Airbus A321-251NX,11386,1 year
Pegasus,TC-RDP,Airbus A321-251NX,11515,2 years
Pegasus,TC-RDR,Airbus A321-251NX,11548,2 years
Pegasus,TC-RDS,Airbus A321-251NX,11545,2 years
Pegasus,TC-RDT,Airbus A321-251NX,11619,2 years
Pegasus,TC-RDU,Airbus A321-251NX,11468,2 years
Pegasus,TC-RDV,Airbus A321-251NX,11560,1 year
Pegasus,TC-RDY,Airbus A321-251NX,11634,1 year
Pegasus,TC-RDZ,Airbus A321-251NX,11727,1 year
Pegasus,TC-RFA,Airbus A321-251NX,11829,1 year
Pegasus,TC-RFB,Airbus A321-251NX,11879,1 year
Pegasus,TC-RFC,Airbus A321-251NX,11980,1 year
Pegasus,TC-RFD,Airbus A321-251NX,12008,1 year
Pegasus,TC-RFE,Airbus A321-251NX,12073,1 year
Pegasus,TC-RFF,Airbus A321-251NX,12071,1 year
Pegasus,TC-RFG,Airbus A321-251NX,12140,1 year
Pegasus,TC-RFH,Airbus A321-251NX,12106,1 year
Pegasus,TC-RFI,Airbus A321-251NX,12047,1 year
Pegasus,TC-RFJ,Airbus A321-251NX,12095,1 year
Pegasus,TC-RFK,Airbus A321-251NX,12124,1 year
Pegasus,TC-RFL,Airbus A321-251NX,12363,Brand new
Pegasus,TC-RFM,Airbus A321-251NX,12413,Brand new
Pegasus,TC-RFN,Airbus A321-251NX,12468,Brand new
Pegasus,TC-RFO,Airbus A321-251NX,12515,Brand new
Pegasus,TC-RFP,Airbus A321-251NX,12542,Brand new
Pegasus,TC-RFR,Airbus A321-251NX,12598,Brand new
Pegasus,TC-RFS,Airbus A321-251NX,12669,Brand new
Pegasus,TC-RFT,Airbus A321-251NX,12619,Brand new
Pegasus,TC-RFU,Airbus A321-251NX,12759,Brand new
Pegasus,LY-NVE,Airbus A320-232,05496,13 years
Pegasus,LY-NVF,Airbus A320-232,04094,16 years
Pegasus,TC-DCE,Airbus A320-214,06465,11 years
Pegasus,TC-DCG,Airbus A320-216,06597,10 years
Pegasus,TC-DCH,Airbus A320-216,06619,10 years
